name_en,name_he,is_primary,family_en,atc_code,source,brand_names,source_deck,deck_topic,category_code,notes
Doripenem,דוריפנם,True,Carbapenems,J01DH04,PDF,,24,Antimicrobials Intro,ANTI,Anti-pseudomonal
Ertapenem,ארטפנם,True,Carbapenems,J01DH03,PDF,,24,Antimicrobials Intro,ANTI,Lacks Pseudomonas coverage; once daily
Aztreonam,אזטריאונם,True,Monobactams,J01DF01,PDF,,24,Antimicrobials Intro,ANTI,G− only incl. Pseudomonas; safe for penicillin-allergic
Vancomycin,ונקומיצין,True,Glycopeptides,J01XA01,Slide+PDF,,24,Antimicrobials Intro,ANTI,IV for MRSA systemic; PO for C.diff colitis; Red man syndrome; oto/nephrotoxic; TDM required
Bacitracin,באציטרצין,True,Bacitracin,D06AX05,PDF,,24,Antimicrobials Intro,ANTI,Topical only (systemic toxicity); skin trauma prevention
Daptomycin,דפטומיצין,True,Lipopeptides,J01XX09,Slide+PDF,,24,Antimicrobials Intro,ANTI,"MRSA/VRE bacteremia, skin; CI in pneumonia (surfactant inactivates); watch myopathy+statins"
Telavancin,טלבנצין,True,Lipoglycopeptides,J01XA03,PDF,,24,Antimicrobials Intro,ANTI,Alt to vancomycin/daptomycin; skin infections; CI pregnancy; QT prolongation
Polymyxin B,פולימיקסין B,True,Polymyxins,J01XB02,Slide+PDF,,24,Antimicrobials Intro,ANTI,G− MDR; CNS+nephrotoxic; prefer topical
Colistin (Polymyxin E),קוליסטין,True,Polymyxins,J01XB01,PDF,,24,Antimicrobials Intro,ANTI,G− MDR; last resort; nephrotoxic
Tetracycline,טטרציקלין,True,Tetracyclines,J01AA07,PDF,,24,Antimicrobials Intro,ANTI,Broad; avoid dairy/antacids; photosensitivity
Doxycycline,דוקסיציקלין,True,Tetracyclines,J01AA02,PDF,,24,Antimicrobials Intro,ANTI,"Acne, chlamydia, cholera; photosensitivity; CI pregnancy/children<8"
Minocycline,מינוציקלין,True,Tetracyclines,J01AA08,PDF,,24,Antimicrobials Intro,ANTI,Vestibular side effects; hepatotoxic
Demeclocycline,דמקלוציקלין,True,Tetracyclines,J01AA01,PDF,,24,Antimicrobials Intro,ANTI,Also used for SIADH (ADH antagonism)
Gentamicin,גנטמיצין,True,Aminoglycosides,J01GB03,Slide+PDF,,24,Antimicrobials Intro,ANTI,Oto/nephrotoxic; TDM required; CI pregnancy (teratogen); synergy with β-lactams
Amikacin,אמיקצין,True,Aminoglycosides,J01GB06,PDF,,24,Antimicrobials Intro,ANTI,Broader G− coverage; resistant to many AMG-modifying enzymes
Tobramycin,טוברמיצין,True,Aminoglycosides,J01GB01,Slide+PDF,,24,Antimicrobials Intro,ANTI,Anti-pseudomonal; inhaled for CF
Streptomycin,סטרפטומיצין,True,Aminoglycosides,J01GA01,PDF,,24,Antimicrobials Intro,ANTI,TB (second-line); endocarditis combo
Neomycin,ניאומיצין,True,Aminoglycosides,J01GB05,PDF,,24,Antimicrobials Intro,ANTI,PO pre-abdominal surgery; topical for skin; too toxic for parenteral
Erythromycin,אריתרומיצין,True,Macrolides,J01FA01,PDF,,24,Antimicrobials Intro,ANTI,Like Pen G + broader; CYP450 inhibitor; GI side effects; QT risk
Azithromycin,אזיתרומיצין,True,Macrolides,J01FA10,Slide+PDF,,24,Antimicrobials Intro,ANTI,Respiratory + chlamydia; long t½; fewer drug interactions
Clarithromycin,קלריתרומיצין,True,Macrolides,J01FA09,PDF,,24,Antimicrobials Intro,ANTI,H.pylori combo; H.influenzae; CYP450 inhibitor
Telithromycin,טליתרומיצין,True,Ketolides,J01FA15,PDF,,24,Antimicrobials Intro,ANTI,Respiratory infections; hepatotoxicity concern; no cross-resistance with macrolides
Chloramphenicol,כלורמפניקול,True,Chloramphenicol,J01BA01,Slide+PDF,,24,Antimicrobials Intro,ANTI,"Very broad but severe toxicity: aplastic anemia, gray baby syndrome; crosses CSF; reserved for life-threatening; topical=Synthomycin"
Clindamycin,קלינדמיצין,True,Lincosamides,J01FF01,Slide+PDF,,24,Antimicrobials Intro,ANTI,"G+, MRSA, anaerobes; risk of C.diff colitis; topical for acne"
Linezolid,לינזוליד,True,Oxazolidinones,J01XX08,Slide+PDF,,24,Antimicrobials Intro,ANTI,"VRE, MRSA; max 28 days (vision damage); MAO inhibitor; serotonin syndrome risk"
Mupirocin,מופירוצין,True,Mupirocin,D06AX09,PDF,,24,Antimicrobials Intro,ANTI,Impetigo; MRSA nasal decolonization
Ciprofloxacin,ציפרופלוקסצין,True,Fluoroquinolones,J01MA02,PDF,,24,Antimicrobials Intro,ANTI,"Systemic G− infections, Pseudomonas in CF, Salmonella, E.coli; TB second-line"
Levofloxacin,לבופלוקסצין,True,Fluoroquinolones,J01MA12,PDF,,24,Antimicrobials Intro,ANTI,"Broad: prostatitis, skin, CAP, HAP; reaches prostate fluid"
Moxifloxacin,מוקסיפלוקסצין,True,Fluoroquinolones,J01MA14,PDF,,24,Antimicrobials Intro,ANTI,Pneumonia + anaerobes; NOT for UTI or Pseudomonas
Norfloxacin,נורפלוקסצין,True,Fluoroquinolones,J01MA06,Slide,,24,Antimicrobials Intro,ANTI,UTI
Ofloxacin,אופלוקסצין,True,Fluoroquinolones,J01MA01,Slide,,24,Antimicrobials Intro,ANTI,"UTI, ear/eye drops"
Nalidixic acid,חומצה נלידיקסית,True,Fluoroquinolones,J01MB02,Slide,,24,Antimicrobials Intro,ANTI,Narrow; historical; UTI only
Sulfamethoxazole,סולפמתוקסזול,True,Sulfonamides,J01EC01,PDF,,24,Antimicrobials Intro,ANTI,Usually combined with TMP (Cotrimoxazole/Bactrim)
Sulfasalazine,סולפסלזין,False,Sulfonamides,A07EC01,PDF,,24,Antimicrobials Intro,ANTI,Also anti-inflammatory for IBD/RA (dual action)
Silver sulfadiazine,כסף סולפדיאזין,True,Sulfonamides,D06BA01,PDF,,24,Antimicrobials Intro,ANTI,Burn wound infections
Mafenide,מפנייד,True,Sulfonamides,D06BA03,PDF,,24,Antimicrobials Intro,ANTI,Burn wound infections; penetrates eschar
Trimethoprim,טרימתופרים,True,Folate Reductase Inhibitors,J01EA01,PDF,,24,Antimicrobials Intro,ANTI,UTI; usually combined with SMX; megaloblastic anemia risk
Pyrimethamine,פירימתמין,True,Folate Reductase Inhibitors,P01BD01,PDF,,24,Antimicrobials Intro,ANTI,"Toxoplasmosis, malaria prophylaxis"
Methenamine,מתנאמין,True,Methenamine,J01XX05,PDF,,24,Antimicrobials Intro,ANTI,Chronic UTI suppression; CI liver/kidney disease
Nitrofurantoin,ניטרופורנטואין,True,Nitrofurantoin,J01XE01,PDF,,24,Antimicrobials Intro,ANTI,"UTI: E.coli, G+ cocci; hemolytic anemia in G6PD"
Tigecycline,טיגציקלין,True,Glycylcyclines,J01AA12,Slide 29+ATC,,25,Antimicrobials Detail,ANTI,"Broad spectrum incl. MRSA, VRE, ESBL, anaerobes; NOT for Pseudomonas or Proteus; CI children<8; nausea common; FDA black box: increased mortality in serious infections; IV only"
Quinupristin/Dalfopristin,קוויינופריסטין/דלפופריסטין,True,Streptogramins,J01FG02,Slide 29+ATC,,25,Antimicrobials Detail,ANTI,Synercid; for VRE (E.faecium) and MRSA; IV only; infusion-site reactions; myalgia/arthralgia; CYP3A4 inhibitor; 1995 approval
Fosfomycin,פוספומיצין,True,Fosfomycin,J01XX01,Slide 38+ATC,,25,Antimicrobials Detail,ANTI,Single-dose PO (3g) for uncomplicated UTI; IV for serious infections (EU); broad spectrum; minimal resistance; safe in pregnancy
Cephalexin,צפלקסין,True,Cephalosporins,J01DB01,Slide 3+11,,25,Antimicrobials Detail,ANTI,"Keflex; oral Gen I; skin infections, UTI; very common outpatient"
Cefadroxil,צפדרוקסיל,True,Cephalosporins,J01DB05,Slide 3,,25,Antimicrobials Detail,ANTI,"Oral Gen I; once-daily dosing; pharyngitis, UTI, skin"
Cefoxitin,צפוקסיטין,True,Cephalosporins,J01DC01,Slide 3+9,,25,Antimicrobials Detail,ANTI,Cephamycin (technically); anaerobic coverage; surgical prophylaxis (abdominal/pelvic)
Cefotetan,צפוטטן,True,Cephalosporins,J01DC05,Slide 3+9,,25,Antimicrobials Detail,ANTI,Cephamycin; anaerobic coverage like cefoxitin; surgical prophylaxis
Cefprozil,צפרוזיל,True,Cephalosporins,J01DC10,Slide 3,,25,Antimicrobials Detail,ANTI,"Oral Gen II; otitis media, sinusitis, bronchitis"
Ceftizoxime,צפטיזוקסים,True,Cephalosporins,J01DD07,Slide 3,,25,Antimicrobials Detail,ANTI,Broad G−; gonorrhea; less commonly used now
Cefixime,צפיקסים,True,Cephalosporins,J01DD08,Slide 3,,25,Antimicrobials Detail,ANTI,"Oral Gen III; gonorrhea (was first-line, now ceftriaxone preferred); UTI, respiratory"
Ceftibuten,צפטיבוטן,True,Cephalosporins,J01DD14,Slide 3,,25,Antimicrobials Detail,ANTI,"Oral Gen III; otitis media, respiratory"
Cefdinir,צפדיניר,True,Cephalosporins,J01DD15,Slide 3,,25,Antimicrobials Detail,ANTI,"Oral Gen III; otitis media, sinusitis, pharyngitis; common pediatric use"
Methicillin,מתיצילין,True,Penicillins,J01CF03,Slide 3+6,,25,Antimicrobials Detail,ANTI,No longer in clinical use; historical importance for MRSA naming; replaced by nafcillin/oxacillin
Isoniazid (INH),איזוניאזיד,True,F27_01,J04AC01,,,27,Anti-TB + Antifungals,ANTI,מונותרפיה ל-LTBI (9 חודשים). בשחפת פעילה: תמיד בשילוב
Rifampin (Rifampicin),ריפאמפין,True,F27_02,J04AB02,,,27,Anti-TB + Antifungals,ANTI,"התווית נגד: קשישים, אלכוהוליסטים, אי ספיקת כבד. גם למניעת מנינגיטיס (N. meningitidis)"
Rifabutin,ריפאבוטין,True,F27_02,J04AB04,,,27,Anti-TB + Antifungals,ANTI,מועדף בחולי HIV (פחות אינטראקציות עם antiretrovirals)
Rifapentine,ריפאפנטין,True,F27_02,J04AB05,,,27,Anti-TB + Antifungals,ANTI,T1/2 ארוך — מתן שבועי. משטר 12 שבועות isoniazid+rifapentine ל-LTBI
Pyrazinamide,פירזינאמיד,True,F27_03,J04AK01,,,27,Anti-TB + Antifungals,ANTI,חודשיים בלבד (intensive phase). בדיקת אנזימי כבד + חומצת שתן
Ethambutol,אתמבוטול,True,F27_04,J04AK02,,,27,Anti-TB + Antifungals,ANTI,בדיקת חדות ראיה וראיית צבעים baseline + חודשי. תלוי בבדיקות רגישות
Aminosalicylic acid (PAS),PAS,True,F27_05,J04AA01,,,27,Anti-TB + Antifungals,ANTI,לשחפת עמידה. נסבלות ירודה
Bedaquiline,בדאקווילין,True,F27_06,J04AK05,,,27,Anti-TB + Antifungals,ANTI,FDA 2012. BPaL regimen. black box: עלייה בתמותה במחקרים. 24 שבועות
Capreomycin,קפראומיצין,True,F27_07,J04AB30,,,27,Anti-TB + Antifungals,ANTI,קו שני. דומה ל-aminoglycosides בפרופיל רעילות
Cycloserine,ציקלוסרין,True,F27_08,J04AB01,,,27,Anti-TB + Antifungals,ANTI,מתן pyridoxine (B6) להפחתת רעילות. קו שני בלבד
Ethionamide,אתיונאמיד,True,F27_09,J04AD03,,,27,Anti-TB + Antifungals,ANTI,אנלוג של isoniazid. קו שני. מנגנון דומה אך עמידות צולבת חלקית בלבד
Clofazimine,קלופזימין,True,F27_10,J04BA01,,,27,Anti-TB + Antifungals,ANTI,גם anti-inflammatory. גם ב-MDR-TB (שימוש off-label). שינוי צבע הפיך
Dapsone,דאפסון,True,F27_10,J04BA02,,,27,Anti-TB + Antifungals,ANTI,בדיקת G6PD לפני תחילת טיפול. גם לדרמטיטיס הרפפטיפורמיס ולפנאומוציסטיס (prophylaxis)
Amphotericin B,אמפוטריצין B,True,F27_11,J02AA01,,,27,Anti-TB + Antifungals,ANTI,"Test Dose לפני. פורמולציה: deoxycholate (זול, יותר רעיל) או liposomal (יקר, פחות nephrotoxic). לזיהומים מסכני חיים"
Nystatin,ניסטטין,True,F27_18,A07AA02,,,27,Anti-TB + Antifungals,ANTI,"ספיגה מינימלית. לקנדידה בפה (מציצה), עור, ווגינה. לא סיסטמי"
Flucytosine (5-FC),פלוציטוזין,True,F27_12,J02AX01,,,27,Anti-TB + Antifungals,ANTI,עמידות מהירה → תמיד בשילוב. קריפטוקוקוס מנינגיטיס + קנדידה סיסטמי
Fluconazole,פלוקונאזול,True,F27_13,J02AC01,,,27,Anti-TB + Antifungals,ANTI,טווח צר: קריפטוקוק + קנדידה. חדירה טובה ל-CNS. מניעת זיהומים במושתלי מח עצם. הפחתת מינון באי ספיקת כליות
Itraconazole,איטרקונאזול,True,F27_13,J02AC02,,,27,Anti-TB + Antifungals,ANTI,טווח רחב: אספרגילוזיס + פטריות נוספות. לא חודר ל-CNS. גם לפטרת ציפורניים. ספיגה עם שתיה חומצית
Posaconazole,פוסקונאזול,True,F27_13,J02AC04,,,27,Anti-TB + Antifungals,ANTI,טווח רחב. לטיפול ומניעה בקנדידה ואספרגילוס במדוכאי חיסון. PO עם אוכל
Voriconazole,ווריקונאזול,True,F27_13,J02AC03,,,27,Anti-TB + Antifungals,ANTI,"טווח רחב: אספרגילוס (1st line), קנדידה ועוד. חודר היטב ל-CNS. קינטיקה לא לינארית (zero-order)"
Caspofungin,קספופונגין,True,F27_14,J02AX04,,,27,Anti-TB + Antifungals,ANTI,קנדידיאזיס/קנדידמיה. אספרגילוזיס חודרני עמיד ל-AmB
Micafungin,מיקאפונגין,True,F27_14,J02AX05,,,27,Anti-TB + Antifungals,ANTI,קנדידיאזיס + מניעת קנדידה במושתלי מח עצם. לא דורש הפחתת מינון
Anidulafungin,אנידולאפונגין,True,F27_14,J02AX06,,,27,Anti-TB + Antifungals,ANTI,קנדידיאזיס. פירוק לא-אנזימטי. לא דורש הפחתת מינון בכליה/כבד
Terbinafine,טרבינפין,True,F27_15,D01BA02,,,27,Anti-TB + Antifungals,ANTI,"PO: פטרת ציפורניים וקרקפת (3 חודשים). טופיקלי: פטרת עור (שבוע). התווית נגד: הנקה, מחלות כליה/כבד בינוני-חמור"
Naftifine,נפטיפין,True,F27_15,D01AE22,,,27,Anti-TB + Antifungals,ANTI,טופיקלי בלבד. דרמטופיטים + קנדידה
Butenafine,בוטנפין,True,F27_15,D01AE17,,,27,Anti-TB + Antifungals,ANTI,טופיקלי בלבד. דרמטופיטים
Griseofulvin,גריזאופולבין,True,F27_16,D01BA01,,,27,Anti-TB + Antifungals,ANTI,דרמטופיטים בלבד (קרקפת + ציפורניים). משך טיפול ארוך. נקשר לקרטין. אסור בהריון/פורפיריה
Clotrimazole,קלוטרימאזול,True,F27_17,D01AC01,,,27,Anti-TB + Antifungals,ANTI,אגיסטן. טווח רחב. גם כדור למציצה לקנדידיאזיס אוראלי
Miconazole,מיקונאזול,True,F27_17,D01AC02,,,27,Anti-TB + Antifungals,ANTI,דקטרין. לקנדידיאזיס ודרמטופיטוזיס
Ketoconazole,קטוקונאזול,True,F27_17,D01AC08,,,27,Anti-TB + Antifungals,ANTI,PO כמעט לא בשימוש בגלל רעילות כבד (FDA black box 2013). טופיקלי: שמפו/קרם
Pretomanid,פרטומניד,True,F27_19,J04AK08,,,27,Anti-TB + Antifungals,ANTI,FDA 2019. BPaL regimen ל-XDR-TB. 26 שבועות. ניטור כבד חובה
Delamanid,דלאמניד,True,F27_20,J04AK07,,,27,Anti-TB + Antifungals,ANTI,EMA 2014. MDR-TB כשאין חלופה. 24 שבועות
Isavuconazole,איסאבוקונאזול,True,F27_21,J02AC05,,,27,Anti-TB + Antifungals,ANTI,FDA 2015. אספרגילוזיס חודרני + מוקורמיקוזיס. פרופיל אינטראקציות טוב יותר מ-voriconazole
Ibrexafungerp,איברקספונגרפ,True,F27_22,J02AX10,,,27,Anti-TB + Antifungals,ANTI,FDA 2021. Brexafemme. PO glucan synthase inhibitor — ראשון בקלאס. Vulvovaginal candidiasis
Rezafungin,רזאפונגין,True,F27_23,J02AX,,,27,Anti-TB + Antifungals,ANTI,FDA 2023. Rezzayo. T1/2 ארוך — once weekly. קנדידמיה + candidemia חודרני
Oteseconazole,אוטסקונאזול,True,F27_24,D01AC90,,,27,Anti-TB + Antifungals,ANTI,FDA 2022. Vivjoa. מניעת RVVC. אסור בהריון. Tetrazole (לא triazole)
Oseltamivir (Tamiflu),אוסלטמיביר,True,F29_01,J05AH02,,,29,Antivirals,ANTI,Influenza A+B. טיפול (5 ימים) + מניעה. תוך 48 שעות
Zanamivir,זאנאמיביר,True,F29_01,J05AH01,,,29,Antivirals,ANTI,Inhaled. אסור באסתמה/COPD חמור. Influenza A+B
Amantadine,אמנטדין,False,F29_02,J05AC02,,,29,Antivirals,ANTI,Influenza A בלבד. גם ל-Parkinson. חוצה BBB. כמעט לא בשימוש (עמידות)
Rimantadine,רימנטדין,True,F29_02,J05AC02,,,29,Antivirals,ANTI,Influenza A. לא חוצה BBB ביעילות. כמעט לא בשימוש
Ribavirin,ריבאווירין,True,F29_03,J05AB04,,,29,Antivirals,ANTI,"Aerosol ל-RSV (תינוקות). PO+INFα ל-HCV (הוחלף ע""י DAAs). אסור בהריון"
Interferon-α (pegylated),אינטרפרון-אלפא (פגילטי),True,F29_04,L03AB10,,,29,Antivirals,ANTI,"HBV, HCV כרוני (HCV הוחלף ברובו ע""י DAAs). HPV. לויקמיות. Kaposi"
Lamivudine (3TC),למיבודין,True,F29_05,J05AF05,,,29,Antivirals,ANTI,HBV + HIV. עמידות גבוהה ב-HBV (מונותרפיה). YMDD mutation
Adefovir dipivoxil,אדפוביר,True,F29_05,J05AF08,,,29,Antivirals,ANTI,"HBV. פחות בשימוש כיום (הוחלף ע""י entecavir/TAF)"
Entecavir,אנטקאביר,True,F29_05,J05AF10,,,29,Antivirals,ANTI,HBV 1st line. עמידות נמוכה מאוד. לא ל-HIV co-infection (ללא HAART)
Telbivudine,טלביבודין,True,F29_05,J05AF11,,,29,Antivirals,ANTI,HBV. פחות בשימוש. עמידות בינונית
Boceprevir,בוצפרביר,True,F29_06,J05AP01,,,29,Antivirals,ANTI,"HCV Gen 1. OBSOLETE — הוחלף ע""י DAAs"
Telaprevir,טלפרביר,True,F29_06,J05AP02,,,29,Antivirals,ANTI,"HCV Gen 1. OBSOLETE — הוחלף ע""י DAAs"
Acyclovir,אציקלוביר,True,F29_07,J05AB01,,,29,Antivirals,ANTI,"HSV1/2, VZV, EBV. אנצפליטיס הרפטי. פרופילקטי לפני דיכוי חיסוני (סרו-פוזיטיב)"
Valacyclovir,ולאציקלוביר,True,F29_07,J05AB11,,,29,Antivirals,ANTI,"Pro-drug של acyclovir. ספיגה אוראלית טובה יותר. HSV, VZV, מניעה"
Ganciclovir,גנציקלוביר,True,F29_07,J05AB06,,,29,Antivirals,ANTI,CMV retinitis (AIDS). CMV prophylaxis transplant. מח עצם — יש לעקוב ספירות
Valganciclovir,ולגנציקלוביר,True,F29_07,J05AB14,,,29,Antivirals,ANTI,Pro-drug של ganciclovir. PO — החליף ganciclovir IV ברוב ההתוויות
Foscarnet,פוסקרנט,True,F29_07,J05AD01,,,29,Antivirals,ANTI,CMV + HSV עמיד ל-acyclovir. מנגנון שונה: לא דורש TK. חייב הידרציה
Cidofovir,סידופוביר,True,F29_07,J05AB12,,,29,Antivirals,ANTI,"CMV retinitis. גם ל-adenovirus, HPV. שימוש מוגבל בגלל רעילות כלייתית"
Penciclovir,פנסיקלוביר,True,F29_07,J05AB13,,,29,Antivirals,ANTI,HSV labialis (herpes שפתיים). טופיקלי בלבד
Famciclovir,פמציקלוביר,True,F29_07,J05AB09,,,29,Antivirals,ANTI,"Pro-drug של penciclovir. PO. HSV, VZV"
Trifluridine,טריפלורידין,True,F29_07,J05AB02,,,29,Antivirals,ANTI,HSV keratitis (זיהום עיני). טיפות עיניים בלבד
Zidovudine (AZT),זידובודין,True,F29_08,J05AF01,,,29,Antivirals,ANTI,התרופה הראשונה נגד AIDS. אנלוג pyrimidine. מניעת העברה perinatal. PEP
Lamivudine (3TC),למיבודין,True,F29_08,J05AF05,,,29,Antivirals,ANTI,"HIV + HBV. M184V mutation → עמידות מהירה, אך מגבירה רגישות ל-AZT/TDF"
Emtricitabine (FTC),אמטריציטבין,True,F29_08,J05AF09,,,29,Antivirals,ANTI,"דומה מאוד ל-3TC. ב-Truvada (FTC+TDF), Descovy (FTC+TAF). PrEP backbone"
Tenofovir disoproxil (TDF),טנופוביר דיסופרוקסיל,True,F29_08,J05AF07,,,29,Antivirals,ANTI,"NtRTI (nucleoTide). HIV+HBV. ב-Truvada. הוחלף חלקית ע""י TAF"
Abacavir (ABC),אבקאביר,True,F29_08,J05AF06,,,29,Antivirals,ANTI,אנלוג גואנוזין. ב-Triumeq (ABC+3TC+DTG). חובה screening גנטי
Didanosine (ddI),דידאנוזין,True,F29_08,J05AF02,,,29,Antivirals,ANTI,פחות בשימוש כיום
Stavudine (d4T),סטאבודין,True,F29_08,J05AF04,,,29,Antivirals,ANTI,פחות בשימוש בגלל רעילות מיטוכונדריאלית
Nevirapine (NVP),נווירפין,True,F29_09,J05AG01,,,29,Antivirals,ANTI,רק בספירת CD4 נמוכה. titrация 14 יום בחצי מינון. חוצה שליה — מניעת MTCT
Efavirenz (EFV),אפאווירנץ,True,F29_09,J05AG03,,,29,Antivirals,ANTI,היה 1st line שנים. אסור בהריון. לקחת לפני שינה (CNS AE). ב-Atripla
Etravirine (ETR),אטראווירין,True,F29_09,J05AG04,,,29,Antivirals,ANTI,יעיל נגד חלק ממוטציות עמידות ל-EFV/NVP
Rilpivirine (RPV),רילפיווירין,True,F29_09,J05AG05,,,29,Antivirals,ANTI,"PO (Edurant) + IM long-acting (Cabenuva). רק VL<100,000"
Ritonavir (RTV),ריטונאביר,True,F29_10,J05AE03,,,29,Antivirals,ANTI,במינון נמוך = pharmacokinetic booster. מעלה רמות של PI אחרים. המון אינטראקציות
Lopinavir/Ritonavir,לופינאביר/ריטונאביר,True,F29_10,J05AR10,,,29,Antivirals,ANTI,"Kaletra. לופינאביר = ה-PI הפעיל, ריטונאביר = booster"
Atazanavir (ATV),אטזנאביר,True,F29_10,J05AE08,,,29,Antivirals,ANTI,פחות dyslipidemia מ-PI אחרים. צהבת קוסמטית (לא הפטוטוקסיות)
Darunavir (DRV),דרונאביר,True,F29_10,J05AE10,,,29,Antivirals,ANTI,"PI מועדף כיום. סף עמידות גבוה. ב-Prezcobix, Symtuza"
Enfuvirtide (T-20),אנפוווירטיד,True,F29_11,J05AX07,,,29,Antivirals,ANTI,Fuzeon. SC x2/day. Salvage therapy. יקר
Maraviroc,מראבירוק,True,F29_11,J05AX09,,,29,Antivirals,ANTI,חוסם CCR5. בדיקת tropism חובה. לא יעיל ב-CXCR4-tropic HIV
Raltegravir (RAL),ראלטגראביר,True,F29_12,J05AJ01,,,29,Antivirals,ANTI,INSTI דור 1. Isentress. פעמיים ביום. סף עמידות נמוך יחסית
Elvitegravir (EVG),אלוויטגראביר,True,F29_12,J05AJ03,,,29,Antivirals,ANTI,"ב-Stribild, Genvoya. דורש cobicistat booster"
Dolutegravir (DTG),דולוטגראביר,True,F29_12,J05AJ03,,,29,Antivirals,ANTI,"INSTI דור 2. Tivicay. פעם ביום. סף עמידות גבוה. 1st line ב-WHO guidelines. ב-Triumeq, Dovato"
Baloxavir marboxil,בלוקסאביר,True,F29_13,J05AX25,,,29,Antivirals,ANTI,Xofluza. מנה בודדת. Influenza A+B. עמידות: I38T substitution
Peramivir,פראמיביר,True,F29_14,J05AH02,,,29,Antivirals,ANTI,Rapivab. IV single dose. Influenza. לחולים שלא יכולים PO/inhaled
Sofosbuvir,סופוסבוביר,True,F29_15,J05AP08,,,29,Antivirals,ANTI,"Sovaldi (2013). מהפכה ב-HCV. 12 שבועות. ריפוי >95%. ב-Harvoni, Epclusa"
Ledipasvir/Sofosbuvir,לדיפאסביר/סופוסבוביר,True,F29_15+16,J05AP51,,,29,Antivirals,ANTI,"Harvoni (2014). HCV Gen 1,4,5,6. 12 שבועות (או 8). one-pill"
Glecaprevir/Pibrentasvir,גלקפרביר/פיברנטסביר,True,F29_16,J05AP57,,,29,Antivirals,ANTI,Mavyret (2017). Pangenotypic (כל הגנוטיפים). 8 שבועות. ללא cirrhosis
Letermovir,לטרמוביר,True,F29_17,J05AX18,,,29,Antivirals,ANTI,Prevymis (2017). מניעת CMV ב-allo-HSCT. לא myelosuppressive
Tenofovir Alafenamide (TAF),טנופוביר אלפנאמיד,True,F29_18,J05AF13,,,29,Antivirals,ANTI,"Pro-drug משופר. ב-Biktarvy, Descovy, Odefsey, Genvoya"
Bictegravir,ביקטגראביר,True,F29_19,J05AJ04,,,29,Antivirals,ANTI,"Biktarvy (BIC/FTC/TAF, 2018). One-pill once-daily. 1st line"
Cabotegravir,קבוטגראביר,True,F29_20,J05AJ04,,,29,Antivirals,ANTI,"IM כל חודשיים. Cabenuva (CAB+RPV, ART). Apretude (CAB, PrEP)"
Lenacapavir,לנקפאביר,True,F29_21,J05AX29,,,29,Antivirals,ANTI,Sunlenca (2022). SC כל 6 חודשים. Capsid inhibitor. Multi-resistant HIV
Doravirine,דוראבירין,True,F29_22,J05AG06,,,29,Antivirals,ANTI,Pifeltro (2018). NNRTI חדש. ב-Delstrigo
Nirmatrelvir/Ritonavir,נירמטרלביר/ריטונאביר,True,F29_23,J05AE30,,,29,Antivirals,ANTI,Paxlovid (2021). COVID-19. 5 ימים. לחולים בסיכון
Molnupiravir,מולנופיראביר,True,F29_24,J05AX27,,,29,Antivirals,ANTI,Lagevrio (2021). COVID-19. Mutagenesis mechanism. אסור בהריון
Tecovirimat,טקובירימט,True,F29_25,J05AX17,,,29,Antivirals,ANTI,TPOXX (2018). Mpox + smallpox
Somatropin,,True,,H01AC01,Slides,,30,Pituitary Hormones,ENDO,Recombinant DNA; daily SC injection
Octreotide,,True,,H01CB02,Slides,,30,Pituitary Hormones,ENDO,"SC/IM; also used for carcinoid, VIPoma"
Lanreotide,,True,,H01CB03,Slides,,30,Pituitary Hormones,ENDO,Deep SC depot; monthly
Pasireotide,,True,,H01CB05,ATC,,30,Pituitary Hormones,ENDO,2012; multi-receptor SST analogue (SST5); Cushing's disease + acromegaly
Pegvisomant,,True,,H01AX01,Slides,,30,Pituitary Hormones,ENDO,GH-R antagonist; acromegaly when somatostatin analogues insufficient
Cosyntropin,,True,,H01AA02,Slides,,30,Pituitary Hormones,ENDO,INN: tetracosactide. Synthetic ACTH 1-24; diagnostic (Addison's) + corticosteroid substitute
Leuprolide,,True,,L02AE02,Slides,,30,Pituitary Hormones,ENDO,"Depot IM/SC; prostate cancer, endometriosis, precocious puberty"
Nafarelin,,True,,H01CA02,Slides,,30,Pituitary Hormones,ENDO,Nasal spray
Goserelin,,True,,L02AE03,Slides,,30,Pituitary Hormones,ENDO,SC implant; breast/prostate cancer
Histrelin,,True,,L02AE05,Slides,,30,Pituitary Hormones,ENDO,SC implant; annual
Urofollitropin,,True,,G03GA04,Slides,,30,Pituitary Hormones,ENDO,Purified urinary FSH; postmenopausal urine source
Follitropin alfa,,True,,G03GA05,Slides,,30,Pituitary Hormones,ENDO,Recombinant FSH
Follitropin beta,,True,,G03GA06,Slides,,30,Pituitary Hormones,ENDO,Recombinant FSH
Choriogonadotropin alfa,,True,,G03GA08,Slides,,30,Pituitary Hormones,ENDO,Recombinant hCG. Classic urinary hCG = G03GA01. Recombinant hCG; LH-like activity
Menotropin (hMG),,True,,G03GA02,Slides,,30,Pituitary Hormones,ENDO,Urinary FSH+LH; infertility
Bromocriptine,,False,,G02CB01,Slides,,30,Pituitary Hormones,ENDO,Ergot alkaloid; also Parkinson's (lower doses)
Cabergoline,,True,,G02CB03,Slides,,30,Pituitary Hormones,ENDO,Longer-acting; preferred for prolactinoma
